20170901,92
10000843,510050C9M02250,50ETF购9月2250,510050,50ETF,1709,2.7660,10000,2.2500,20170126,20170927,20170927,20170927,EC0N0000E   ,8595.20,12.00,7.00,1,1,10,1,5
10000844,510050C9M02300,50ETF购9月2300,510050,50ETF,1709,2.7660,10000,2.3000,20170126,20170927,20170927,20170927,EC0N0000E   ,8103.20,12.00,7.00,1,1,10,1,5
10000845,510050C9M02350,50ETF购9月2350,510050,50ETF,1709,2.7660,10000,2.3500,20170126,20170927,20170927,20170927,EC0N0000E   ,7600.20,12.00,7.00,1,1,10,1,5
10000846,510050C9M02400,50ETF购9月2400,510050,50ETF,1709,2.7660,10000,2.4000,20170126,20170927,20170927,20170927,EC0N0000E   ,7097.20,12.00,7.00,1,1,10,1,5
10000847,510050C9M02450,50ETF购9月2450,510050,50ETF,1709,2.7660,10000,2.4500,20170126,20170927,20170927,20170927,EC0N0000E   ,6605.20,12.00,7.00,1,1,10,1,5
10000848,510050P9M02250,50ETF沽9月2250,510050,50ETF,1709,2.7660,10000,2.2500,20170126,20170927,20170927,20170927,EP0N0000E   ,1580.00,12.00,7.00,1,1,10,1,5
10000849,510050P9M02300,50ETF沽9月2300,510050,50ETF,1709,2.7660,10000,2.3000,20170126,20170927,20170927,20170927,EP0N0000E   ,1616.00,12.00,7.00,1,1,10,1,5
10000850,510050P9M02350,50ETF沽9月2350,510050,50ETF,1709,2.7660,10000,2.3500,20170126,20170927,20170927,20170927,EP0N0000E   ,1652.00,12.00,7.00,1,1,10,1,5
10000851,510050P9M02400,50ETF沽9月2400,510050,50ETF,1709,2.7660,10000,2.4000,20170126,20170927,20170927,20170927,EP0N0000E   ,1688.00,12.00,7.00,1,1,10,1,5
10000852,510050P9M02450,50ETF沽9月2450,510050,50ETF,1709,2.7660,10000,2.4500,20170126,20170927,20170927,20170927,EP0N0000E   ,1725.00,12.00,7.00,1,1,10,1,5
10000855,510050C9M02500,50ETF购9月2500,510050,50ETF,1709,2.7660,10000,2.5000,20170214,20170927,20170927,20170927,EC0N0000E   ,6103.20,12.00,7.00,1,1,10,1,5
10000856,510050P9M02500,50ETF沽9月2500,510050,50ETF,1709,2.7660,10000,2.5000,20170214,20170927,20170927,20170927,EP0N0000E   ,1763.00,12.00,7.00,1,1,10,1,5
10000885,510050C9M02200,50ETF购9月2200,510050,50ETF,1709,2.7660,10000,2.2000,20170420,20170927,20170927,20170927,EC0N0000E   ,9099.20,12.00,7.00,1,1,10,1,5
10000886,510050P9M02200,50ETF沽9月2200,510050,50ETF,1709,2.7660,10000,2.2000,20170420,20170927,20170927,20170927,EP0N0000E   ,1545.00,12.00,7.00,1,1,10,1,5
10000887,510050CCM02250,50ETF购12月2250,510050,50ETF,1712,2.7660,10000,2.2500,20170427,20171227,20171227,20171227,EC0N0000E   ,8799.20,12.00,7.00,1,1,10,1,5
10000888,510050CCM02300,50ETF购12月2300,510050,50ETF,1712,2.7660,10000,2.3000,20170427,20171227,20171227,20171227,EC0N0000E   ,8311.20,12.00,7.00,1,1,10,1,5
10000889,510050CCM02350,50ETF购12月2350,510050,50ETF,1712,2.7660,10000,2.3500,20170427,20171227,20171227,20171227,EC0N0000E   ,7824.20,12.00,7.00,1,1,10,1,5
10000890,510050CCM02400,50ETF购12月2400,510050,50ETF,1712,2.7660,10000,2.4000,20170427,20171227,20171227,20171227,EC0N0000E   ,7325.20,12.00,7.00,1,1,10,1,5
10000891,510050CCM02450,50ETF购12月2450,510050,50ETF,1712,2.7660,10000,2.4500,20170427,20171227,20171227,20171227,EC0N0000E   ,6899.20,12.00,7.00,1,1,10,1,5
10000892,510050PCM02250,50ETF沽12月2250,510050,50ETF,1712,2.7660,10000,2.2500,20170427,20171227,20171227,20171227,EP0N0000E   ,1593.00,12.00,7.00,1,1,10,1,5
10000893,510050PCM02300,50ETF沽12月2300,510050,50ETF,1712,2.7660,10000,2.3000,20170427,20171227,20171227,20171227,EP0N0000E   ,1637.00,12.00,7.00,1,1,10,1,5
10000894,510050PCM02350,50ETF沽12月2350,510050,50ETF,1712,2.7660,10000,2.3500,20170427,20171227,20171227,20171227,EP0N0000E   ,1680.00,12.00,7.00,1,1,10,1,5
10000895,510050PCM02400,50ETF沽12月2400,510050,50ETF,1712,2.7660,10000,2.4000,20170427,20171227,20171227,20171227,EP0N0000E   ,1731.00,12.00,7.00,1,1,10,1,5
10000896,510050PCM02450,50ETF沽12月2450,510050,50ETF,1712,2.7660,10000,2.4500,20170427,20171227,20171227,20171227,EP0N0000E   ,1788.00,12.00,7.00,1,1,10,1,5
10000897,510050CCM02200,50ETF购12月2200,510050,50ETF,1712,2.7660,10000,2.2000,20170505,20171227,20171227,20171227,EC0N0000E   ,9288.20,12.00,7.00,1,1,10,1,5
10000898,510050PCM02200,50ETF沽12月2200,510050,50ETF,1712,2.7660,10000,2.2000,20170505,20171227,20171227,20171227,EP0N0000E   ,1554.00,12.00,7.00,1,1,10,1,5
10000899,510050CCM02500,50ETF购12月2500,510050,50ETF,1712,2.7660,10000,2.5000,20170517,20171227,20171227,20171227,EC0N0000E   ,6398.20,12.00,7.00,1,1,10,1,5
10000900,510050PCM02500,50ETF沽12月2500,510050,50ETF,1712,2.7660,10000,2.5000,20170517,20171227,20171227,20171227,EP0N0000E   ,1850.00,12.00,7.00,1,1,10,1,5
10000913,510050C9M02550,50ETF购9月2550,510050,50ETF,1709,2.7660,10000,2.5500,20170526,20170927,20170927,20170927,EC0N0000E   ,5611.20,12.00,7.00,1,1,10,1,5
10000914,510050P9M02550,50ETF沽9月2550,510050,50ETF,1709,2.7660,10000,2.5500,20170526,20170927,20170927,20170927,EP0N0000E   ,1800.00,12.00,7.00,1,1,10,1,5
10000915,510050CCM02550,50ETF购12月2550,510050,50ETF,1712,2.7660,10000,2.5500,20170526,20171227,20171227,20171227,EC0N0000E   ,5958.20,12.00,7.00,1,1,10,1,5
10000916,510050PCM02550,50ETF沽12月2550,510050,50ETF,1712,2.7660,10000,2.5500,20170526,20171227,20171227,20171227,EP0N0000E   ,1938.00,12.00,7.00,1,1,10,1,5
10000921,510050C9M02600,50ETF购9月2600,510050,50ETF,1709,2.7660,10000,2.6000,20170601,20170927,20170927,20170927,EC0N0000E   ,5123.20,12.00,7.00,1,1,10,1,5
10000922,510050P9M02600,50ETF沽9月2600,510050,50ETF,1709,2.7660,10000,2.6000,20170601,20170927,20170927,20170927,EP0N0000E   ,1842.00,12.00,7.00,1,1,10,1,5
10000923,510050CCM02600,50ETF购12月2600,510050,50ETF,1712,2.7660,10000,2.6000,20170601,20171227,20171227,20171227,EC0N0000E   ,5529.20,12.00,7.00,1,1,10,1,5
10000924,510050PCM02600,50ETF沽12月2600,510050,50ETF,1712,2.7660,10000,2.6000,20170601,20171227,20171227,20171227,EP0N0000E   ,2046.00,12.00,7.00,1,1,10,1,5
10000929,510050C9M02650,50ETF购9月2650,510050,50ETF,1709,2.7660,10000,2.6500,20170626,20170927,20170927,20170927,EC0N0000E   ,4643.20,12.00,7.00,1,1,10,1,5
10000930,510050P9M02650,50ETF沽9月2650,510050,50ETF,1709,2.7660,10000,2.6500,20170626,20170927,20170927,20170927,EP0N0000E   ,2206.20,12.00,7.00,1,1,10,1,5
10000931,510050CCM02650,50ETF购12月2650,510050,50ETF,1712,2.7660,10000,2.6500,20170626,20171227,20171227,20171227,EC0N0000E   ,5158.20,12.00,7.00,1,1,10,1,5
10000932,510050PCM02650,50ETF沽12月2650,510050,50ETF,1712,2.7660,10000,2.6500,20170626,20171227,20171227,20171227,EP0N0000E   ,2501.20,12.00,7.00,1,1,10,1,5
10000949,510050C9M02700,50ETF购9月2700,510050,50ETF,1709,2.7660,10000,2.7000,20170711,20170927,20170927,20170927,EC0N0000E   ,4234.20,12.00,7.00,1,1,10,1,5
10000950,510050P9M02700,50ETF沽9月2700,510050,50ETF,1709,2.7660,10000,2.7000,20170711,20170927,20170927,20170927,EP0N0000E   ,2782.20,12.00,7.00,1,1,10,1,5
10000951,510050CCM02700,50ETF购12月2700,510050,50ETF,1712,2.7660,10000,2.7000,20170711,20171227,20171227,20171227,EC0N0000E   ,4816.20,12.00,7.00,1,1,10,1,5
10000952,510050PCM02700,50ETF沽12月2700,510050,50ETF,1712,2.7660,10000,2.7000,20170711,20171227,20171227,20171227,EP0N0000E   ,3146.20,12.00,7.00,1,1,10,1,5
10000957,510050C9M02750,50ETF购9月2750,510050,50ETF,1709,2.7660,10000,2.7500,20170714,20170927,20170927,20170927,EC0N0000E   ,3896.20,12.00,7.00,1,1,10,1,5
10000958,510050P9M02750,50ETF沽9月2750,510050,50ETF,1709,2.7660,10000,2.7500,20170714,20170927,20170927,20170927,EP0N0000E   ,3442.20,12.00,7.00,1,1,10,1,5
10000959,510050CCM02750,50ETF购12月2750,510050,50ETF,1712,2.7660,10000,2.7500,20170714,20171227,20171227,20171227,EC0N0000E   ,4527.20,12.00,7.00,1,1,10,1,5
10000960,510050PCM02750,50ETF沽12月2750,510050,50ETF,1712,2.7660,10000,2.7500,20170714,20171227,20171227,20171227,EP0N0000E   ,3859.20,12.00,7.00,1,1,10,1,5
10000965,510050C9M02800,50ETF购9月2800,510050,50ETF,1709,2.7660,10000,2.8000,20170720,20170927,20170927,20170927,EC0N0000E   ,3320.20,12.00,7.00,1,1,10,1,5
10000966,510050P9M02800,50ETF沽9月2800,510050,50ETF,1709,2.7660,10000,2.8000,20170720,20170927,20170927,20170927,EP0N0000E   ,3866.20,12.00,7.00,1,1,10,1,5
10000967,510050CCM02800,50ETF购12月2800,510050,50ETF,1712,2.7660,10000,2.8000,20170720,20171227,20171227,20171227,EC0N0000E   ,3938.20,12.00,7.00,1,1,10,1,5
10000968,510050PCM02800,50ETF沽12月2800,510050,50ETF,1712,2.7660,10000,2.8000,20170720,20171227,20171227,20171227,EP0N0000E   ,4271.20,12.00,7.00,1,1,10,1,5
10000969,510050C3M02600,50ETF购3月2600,510050,50ETF,1803,2.7660,10000,2.6000,20170727,20180328,20180328,20180328,EC0N0000E   ,5957.20,12.00,7.00,1,1,10,1,5
10000970,510050C3M02650,50ETF购3月2650,510050,50ETF,1803,2.7660,10000,2.6500,20170727,20180328,20180328,20180328,EC0N0000E   ,5604.20,12.00,7.00,1,1,10,1,5
10000971,510050C3M02700,50ETF购3月2700,510050,50ETF,1803,2.7660,10000,2.7000,20170727,20180328,20180328,20180328,EC0N0000E   ,5282.20,12.00,7.00,1,1,10,1,5
10000972,510050C3M02750,50ETF购3月2750,510050,50ETF,1803,2.7660,10000,2.7500,20170727,20180328,20180328,20180328,EC0N0000E   ,5005.20,12.00,7.00,1,1,10,1,5
10000973,510050C3M02800,50ETF购3月2800,510050,50ETF,1803,2.7660,10000,2.8000,20170727,20180328,20180328,20180328,EC0N0000E   ,4431.20,12.00,7.00,1,1,10,1,5
10000974,510050P3M02600,50ETF沽3月2600,510050,50ETF,1803,2.7660,10000,2.6000,20170727,20180328,20180328,20180328,EP0N0000E   ,2217.00,12.00,7.00,1,1,10,1,5
10000975,510050P3M02650,50ETF沽3月2650,510050,50ETF,1803,2.7660,10000,2.6500,20170727,20180328,20180328,20180328,EP0N0000E   ,2689.20,12.00,7.00,1,1,10,1,5
10000976,510050P3M02700,50ETF沽3月2700,510050,50ETF,1803,2.7660,10000,2.7000,20170727,20180328,20180328,20180328,EP0N0000E   ,3369.20,12.00,7.00,1,1,10,1,5
10000977,510050P3M02750,50ETF沽3月2750,510050,50ETF,1803,2.7660,10000,2.7500,20170727,20180328,20180328,20180328,EP0N0000E   ,4087.20,12.00,7.00,1,1,10,1,5
10000978,510050P3M02800,50ETF沽3月2800,510050,50ETF,1803,2.7660,10000,2.8000,20170727,20180328,20180328,20180328,EP0N0000E   ,4505.20,12.00,7.00,1,1,10,1,5
10000981,510050C9M02850,50ETF购9月2850,510050,50ETF,1709,2.7660,10000,2.8500,20170803,20170927,20170927,20170927,EC0N0000E   ,2666.20,12.00,7.00,1,1,10,1,5
10000982,510050P9M02850,50ETF沽9月2850,510050,50ETF,1709,2.7660,10000,2.8500,20170803,20170927,20170927,20170927,EP0N0000E   ,4207.20,12.00,7.00,1,1,10,1,5
10000983,510050CCM02850,50ETF购12月2850,510050,50ETF,1712,2.7660,10000,2.8500,20170803,20171227,20171227,20171227,EC0N0000E   ,3232.20,12.00,7.00,1,1,10,1,5
10000984,510050PCM02850,50ETF沽12月2850,510050,50ETF,1712,2.7660,10000,2.8500,20170803,20171227,20171227,20171227,EP0N0000E   ,4567.20,12.00,7.00,1,1,10,1,5
10000985,510050C3M02850,50ETF购3月2850,510050,50ETF,1803,2.7660,10000,2.8500,20170803,20180328,20180328,20180328,EC0N0000E   ,3734.20,12.00,7.00,1,1,10,1,5
10000986,510050P3M02850,50ETF沽3月2850,510050,50ETF,1803,2.7660,10000,2.8500,20170803,20180328,20180328,20180328,EP0N0000E   ,4780.20,12.00,7.00,1,1,10,1,5
10000987,510050C3M02550,50ETF购3月2550,510050,50ETF,1803,2.7660,10000,2.5500,20170807,20180328,20180328,20180328,EC0N0000E   ,6336.20,12.00,7.00,1,1,10,1,5
10000988,510050P3M02550,50ETF沽3月2550,510050,50ETF,1803,2.7660,10000,2.5500,20170807,20180328,20180328,20180328,EP0N0000E   ,2074.00,12.00,7.00,1,1,10,1,5
10000989,510050C3M02500,50ETF购3月2500,510050,50ETF,1803,2.7660,10000,2.5000,20170814,20180328,20180328,20180328,EC0N0000E   ,6739.20,12.00,7.00,1,1,10,1,5
10000990,510050P3M02500,50ETF沽3月2500,510050,50ETF,1803,2.7660,10000,2.5000,20170814,20180328,20180328,20180328,EP0N0000E   ,1954.00,12.00,7.00,1,1,10,1,5
10000991,510050CAM02600,50ETF购10月2600,510050,50ETF,1710,2.7660,10000,2.6000,20170824,20171025,20171025,20171025,EC0N0000E   ,5280.20,12.00,7.00,1,1,10,1,5
10000992,510050CAM02650,50ETF购10月2650,510050,50ETF,1710,2.7660,10000,2.6500,20170824,20171025,20171025,20171025,EC0N0000E   ,4836.20,12.00,7.00,1,1,10,1,5
10000993,510050CAM02700,50ETF购10月2700,510050,50ETF,1710,2.7660,10000,2.7000,20170824,20171025,20171025,20171025,EC0N0000E   ,4455.20,12.00,7.00,1,1,10,1,5
10000994,510050CAM02750,50ETF购10月2750,510050,50ETF,1710,2.7660,10000,2.7500,20170824,20171025,20171025,20171025,EC0N0000E   ,4130.20,12.00,7.00,1,1,10,1,5
10000995,510050CAM02800,50ETF购10月2800,510050,50ETF,1710,2.7660,10000,2.8000,20170824,20171025,20171025,20171025,EC0N0000E   ,3551.20,12.00,7.00,1,1,10,1,5
10000996,510050PAM02600,50ETF沽10月2600,510050,50ETF,1710,2.7660,10000,2.6000,20170824,20171025,20171025,20171025,EP0N0000E   ,1900.00,12.00,7.00,1,1,10,1,5
10000997,510050PAM02650,50ETF沽10月2650,510050,50ETF,1710,2.7660,10000,2.6500,20170824,20171025,20171025,20171025,EP0N0000E   ,2287.20,12.00,7.00,1,1,10,1,5
10000998,510050PAM02700,50ETF沽10月2700,510050,50ETF,1710,2.7660,10000,2.7000,20170824,20171025,20171025,20171025,EP0N0000E   ,2898.20,12.00,7.00,1,1,10,1,5
10000999,510050PAM02750,50ETF沽10月2750,510050,50ETF,1710,2.7660,10000,2.7500,20170824,20171025,20171025,20171025,EP0N0000E   ,3579.20,12.00,7.00,1,1,10,1,5
10001000,510050PAM02800,50ETF沽10月2800,510050,50ETF,1710,2.7660,10000,2.8000,20170824,20171025,20171025,20171025,EP0N0000E   ,3992.20,12.00,7.00,1,1,10,1,5
10001001,510050CAM02850,50ETF购10月2850,510050,50ETF,1710,2.7660,10000,2.8500,20170828,20171025,20171025,20171025,EC0N0000E   ,2872.20,12.00,7.00,1,1,10,1,5
10001002,510050PAM02850,50ETF沽10月2850,510050,50ETF,1710,2.7660,10000,2.8500,20170828,20171025,20171025,20171025,EP0N0000E   ,4308.20,12.00,7.00,1,1,10,1,5
10001003,510050C9M02900,50ETF购9月2900,510050,50ETF,1709,2.7660,10000,2.9000,20170829,20170927,20170927,20170927,EC0N0000E   ,2079.20,12.00,7.00,1,1,10,1,5
10001004,510050P9M02900,50ETF沽9月2900,510050,50ETF,1709,2.7660,10000,2.9000,20170829,20170927,20170927,20170927,EP0N0000E   ,4659.20,12.00,7.00,1,1,10,1,5
10001005,510050CAM02900,50ETF购10月2900,510050,50ETF,1710,2.7660,10000,2.9000,20170829,20171025,20171025,20171025,EC0N0000E   ,2244.20,12.00,7.00,1,1,10,1,5
10001006,510050PAM02900,50ETF沽10月2900,510050,50ETF,1710,2.7660,10000,2.9000,20170829,20171025,20171025,20171025,EP0N0000E   ,4678.20,12.00,7.00,1,1,10,1,5
10001007,510050CCM02900,50ETF购12月2900,510050,50ETF,1712,2.7660,10000,2.9000,20170829,20171227,20171227,20171227,EC0N0000E   ,2571.20,12.00,7.00,1,1,10,1,5
10001008,510050PCM02900,50ETF沽12月2900,510050,50ETF,1712,2.7660,10000,2.9000,20170829,20171227,20171227,20171227,EP0N0000E   ,4883.20,12.00,7.00,1,1,10,1,5
10001009,510050C3M02900,50ETF购3月2900,510050,50ETF,1803,2.7660,10000,2.9000,20170829,20180328,20180328,20180328,EC0N0000E   ,3048.20,12.00,7.00,1,1,10,1,5
10001010,510050P3M02900,50ETF沽3月2900,510050,50ETF,1803,2.7660,10000,2.9000,20170829,20180328,20180328,20180328,EP0N0000E   ,5090.20,12.00,7.00,1,1,10,1,5
